eta,U,a,s,y,E,Einf,Ebind,
0.019411765,19.09159091,0.080821492,0.391352583,1.308484687,-20.47027575,-18.72070349,-0.093456545,
0.019411765,20.45520455,0.068948317,0.362696966,1.328880116,-23.31319877,-21.34208207,-0.09235822,
0.019411765,21.81881818,0.059627002,0.338236201,1.345131113,-26.35688296,-24.28239832,-0.085431621,
0.019411765,23.18243182,0.052144233,0.317041828,1.358328126,-29.60036377,-27.41240342,-0.079816436,
0.019411765,24.54604545,0.046030447,0.298461882,1.369212304,-33.0429924,-30.73209737,-0.075194836,
0.019411765,25.90965909,0.040960684,0.282016662,1.378299173,-36.68431648,-34.24148016,-0.071341435,
0.019411765,27.27327273,0.036704174,0.267343061,1.385978581,-40.52401127,-37.94055181,-0.068092301,
0.019411765,28.63688636,0.033091859,0.254159654,1.392527293,-44.56183798,-41.8293123,-0.065325618,
0.019411765,30.0005,0.029997511,0.242243717,1.398160769,-48.79761735,-45.90776164,-0.062949175,
0.019411765,31.36411364,0.027324816,0.2314163,1.403052637,-53.23121245,-50.17589983,-0.060892035,
0.019411765,32.72772727,0.024999179,0.221531731,1.407317332,-57.86251704,-54.63372686,-0.059098845,
0.019411765,34.09134091,0.02296228,0.212468806,1.411044219,-62.69144758,-59.28124275,-0.057525866,
0.019411765,35.45495455,0.021167565,0.204128136,1.4143499,-67.71793758,-64.11844748,-0.056138136,
0.019411765,36.81856818,0.019577691,0.196425734,1.417289977,-72.94193352,-69.14534106,-0.054907423,
0.019411765,38.18218182,0.01816242,0.189289483,1.41990666,-78.36339195,-74.36192349,-0.053810718,
0.019411765,39.54579545,0.016896637,0.182658747,1.42224629,-83.98227721,-79.76819476,-0.052829106,
0.019411765,40.90940909,0.015759884,0.176480538,1.424356219,-89.79855986,-85.36415489,-0.051946921,
0.019411765,42.27302273,0.014735011,0.170710154,1.426262421,-95.81221538,-91.14980386,-0.051151087,
0.019411765,43.63663636,0.013807654,0.165308087,1.427985995,-102.0232232,-97.12514168,-0.050430624,
0.019411765,45.00025,0.012966323,0.160240599,1.429540442,-108.431566,-103.2901683,-0.049776254,
0.019411765,46.36386364,0.012199242,0.155474827,1.43098042,-115.037229,-109.6448839,-0.049180089,
0.019411765,47.72747727,0.011499075,0.150986935,1.432284636,-121.8401997,-116.1892882,-0.048635391,
0.019411765,49.09109091,0.010857769,0.146752081,1.433478583,-128.8404673,-122.9233814,-0.048136374,
0.019411765,50.45470455,0.010269142,0.142749705,1.434580861,-136.0380226,-129.8471635,-0.047678046,
0.019411765,51.81831818,0.009727313,0.138960843,1.435593694,-143.4328574,-136.9606344,-0.047256082,
0.019411765,53.18193182,0.009227376,0.135368804,1.43652089,-151.0249648,-144.2637942,-0.046866719,
0.019411765,54.54554545,0.008765455,0.131958643,1.43739148,-158.8143388,-151.7566428,-0.046506669,
0.019411765,55.90915909,0.008337233,0.128716689,1.43819371,-166.8009739,-159.4391802,-0.046173053,
0.019411765,57.27277273,0.007939891,0.125630824,1.438937894,-174.9848655,-167.3114065,-0.045863335,
0.019411765,58.63638636,0.007570405,0.122689986,1.439630161,-183.3660095,-175.3733217,-0.045575278,
0.019411765,60,0.007226206,0.119884176,1.440275379,-191.9444021,-183.6249257,-0.045306902,
0.021029412,0.001,1,148.4131591,1,-0.000847866,-0.000842763,-0.006055109,
0.021029412,1.364613636,1,148.4131591,1.000031131,-1.3356452,-1.335769698,9.32033E-05,
0.021029412,2.728227273,1,148.4131591,1.000060309,-2.670442536,-2.670696633,9.51428E-05,
0.021029412,4.091840909,1,148.4131591,1.000089444,-4.005239873,-4.005623569,9.57892E-05,
0.021029412,5.455454545,1,148.4131591,2.718281828,-5.34030283,-5.340550504,4.6376E-05,
0.021029412,6.819068182,1,148.4131591,2.718281828,-6.675167833,-6.675477439,4.63796E-05,
0.021029412,8.182681818,1,148.4131591,2.718281828,-8.010032836,-8.010404374,4.6382E-05,
0.021029412,9.546295455,1,148.4131591,2.718281828,-9.344897839,-9.345331309,4.63837E-05,
0.021029412,10.90990909,1,148.4131591,2.718281828,-10.67976284,-10.68025824,4.63849E-05,
0.021029412,12.27352273,1,148.4131591,2.718281828,-12.01462784,-12.01518518,4.63859E-05,
0.021029412,13.63713636,1,148.4131591,2.718281828,-13.34949285,-13.35011211,4.63867E-05,
0.021029412,15.00075,1,148.4131591,2.718281828,-14.68435785,-14.68503905,4.63873E-05,
0.021029412,16.36436364,1,148.4131591,2.718281828,-16.01922285,-16.01996599,4.63879E-05,
0.021029412,17.72797727,0.097088119,0.427038675,1.28527097,-17.7288201,-17.35489292,-0.021545923,
0.021029412,19.09159091,0.081387224,0.392637409,1.311782663,-20.35307771,-18.68981986,-0.088992717,
0.021029412,20.45520455,0.069416937,0.363860521,1.3324273,-23.17846484,-21.27154565,-0.08964648,
0.021029412,21.81881818,0.060023627,0.339304243,1.348878676,-26.20345764,-24.20214404,-0.082691583,
0.021029412,23.18243182,0.052485356,0.318031834,1.362234105,-29.42707856,-27.32180435,-0.077054728,
0.021029412,24.54604545,0.046327798,0.2993861,1.373242014,-32.84867066,-30.63052658,-0.072416126,
0.021029412,25.90965909,0.041222444,0.282884376,1.382447642,-36.46777618,-34.12831073,-0.068549114,
0.021029412,27.27327273,0.03693693,0.268161655,1.39021829,-40.2840667,-37.8151568,-0.065288898,
0.021029412,28.63688636,0.033300013,0.2549347,1.396852873,-44.29730079,-41.69106478,-0.062513059,
0.021029412,30.0005,0.030185337,0.242980181,1.402547594,-48.50729731,-45.75603469,-0.060128957,
0.021029412,31.36411364,0.027495037,0.232117984,1.407490052,-52.91391791,-50.01006651,-0.058065338,
0.021029412,32.72772727,0.025154337,0.222201967,1.411811995,-57.51705527,-54.45316026,-0.056266615,
0.021029412,34.09134091,0.02310435,0.213110572,1.415589773,-62.31662505,-59.08531592,-0.054688869,
0.021029412,35.45495455,0.021298269,0.204744199,1.418936093,-67.31256008,-63.9065335,-0.053297001,
0.021029412,36.81856818,0.019697954,0.197017389,1.421902372,-72.50480637,-68.916813,-0.052062671,
0.021029412,38.18218182,0.018273838,0.1898573,1.424504784,-77.89331999,-74.11615442,-0.050962784,
0.021029412,39.54579545,0.01700002,0.183207883,1.42692496,-83.47806507,-79.50455776,-0.049978359,
0.021029412,40.90940909,0.015856084,0.177010538,1.429063864,-89.25901179,-85.08202301,-0.04909367,
0.021029412,42.27302273,0.014824713,0.171222338,1.430980021,-95.23613543,-90.84855019,-0.0482956,
0.021029412,43.63663636,0.013891856,0.165803829,1.432731153,-101.4094153,-96.80413928,-0.047573131,
0.021029412,45.00025,0.013044831,0.160719956,1.434316527,-107.7788338,-102.9487903,-0.046916952,
0.021029412,46.36386364,0.012272893,0.155940363,1.435762427,-114.3443761,-109.2825032,-0.046319152,
0.021029412,47.72747727,0.011568822,0.151438731,1.43708815,-121.1060296,-115.8052781,-0.04577297,
0.021029412,49.09109091,0.010923665,0.14719142,1.438295309,-128.0637834,-122.5171149,-0.045272602,
0.021029412,50.45470455,0.0103313,0.143176837,1.439408204,-135.2176281,-129.4180135,-0.044813039,
0.021029412,51.81831818,0.009786261,0.139376553,1.440429803,-142.5675556,-136.5079742,-0.044389945,
0.021029412,53.18193182,0.009283239,0.135773519,1.441378439,-150.1135589,-143.7869967,-0.043999544,
0.021029412,54.54554545,0.008818274,0.132353078,1.442253885,-157.8556319,-151.2550811,-0.043638539,
0.021029412,55.90915909,0.008387552,0.129101377,1.44306444,-165.7937691,-158.9122275,-0.043304041,
0.021029412,57.27277273,0.00798776,0.126006238,1.443817322,-173.9279658,-166.7584358,-0.042993507,
0.021029412,58.63638636,0.007616035,0.123056504,1.444518309,-182.2582178,-174.793706,-0.042704695,
0.021029412,60,0.007269746,0.120242231,1.445170797,-190.7845215,-183.0180381,-0.042435617,
0.022647059,0.001,1,148.4131591,1,-0.00084624,-0.000841145,-0.006057355,
0.022647059,1.364613636,1,148.4131591,1.000033352,-1.333426936,-1.333562222,0.000101447,
0.022647059,2.728227273,1,148.4131591,1.000064795,-2.666007633,-2.666283299,0.00010339,
0.022647059,4.091840909,1,148.4131591,2.718281828,-3.998801905,-3.999004376,5.06303E-05,
0.022647059,5.455454545,1,148.4131591,2.718281828,-5.331455475,-5.331725453,5.06361E-05,
0.022647059,6.819068182,1,148.4131591,2.718281828,-6.664109044,-6.66444653,5.06397E-05,
0.022647059,8.182681818,1,148.4131591,2.718281828,-7.996762614,-7.997167607,5.0642E-05,
0.022647059,9.546295455,1,148.4131591,2.718281828,-9.329416184,-9.329888684,5.06437E-05,
0.022647059,10.90990909,1,148.4131591,2.718281828,-10.66206975,-10.66260976,5.0645E-05,
0.022647059,12.27352273,1,148.4131591,2.718281828,-11.99472332,-11.99533084,5.0646E-05,
0.022647059,13.63713636,1,148.4131591,2.718281828,-13.32737689,-13.32805191,5.06468E-05,
0.022647059,15.00075,1,148.4131591,2.718281828,-14.66003046,-14.66077299,5.06474E-05,
0.022647059,16.36436364,1,148.4131591,2.718281828,-15.99268403,-15.99349407,5.06479E-05,
0.022647059,17.72797727,0.097800299,0.428493834,1.288262283,-17.62839589,-17.32621515,-0.017440667,
0.022647059,19.09159091,0.081959009,0.393929676,1.315116217,-20.23630825,-18.65893622,-0.084537082,
0.022647059,20.45520455,0.069890345,0.36503107,1.336016275,-23.04422263,-21.20112599,-0.086933903,
0.022647059,21.81881818,0.060424248,0.340378863,1.352669918,-26.05059252,-24.12202261,-0.079950589,
0.022647059,23.18243182,0.052828616,0.319026096,1.366195264,-29.2544271,-27.23135525,-0.074292,
0.022647059,24.54604545,0.04662789,0.30031572,1.377340325,-32.6550611,-30.52912392,-0.069636364,
0.022647059,25.90965909,0.041486956,0.283757448,1.386652275,-36.2520313,-34.01532862,-0.065755727,
0.022647059,27.27327273,0.037171843,0.268984934,1.394516268,-40.0450055,-37.68996935,-0.062484427,
0.022647059,28.63688636,0.033510657,0.255714664,1.401215406,-44.03373962,-41.5530461,-0.059699438,
0.022647059,30.0005,0.030374879,0.243720827,1.4069977,-48.2180506,-45.60455889,-0.057307685,
0.022647059,31.36411364,0.027666983,0.232823923,1.412005555,-52.59779863,-49.8445077,-0.055237599,
0.022647059,32.72772727,0.025310908,0.222875865,1.416365898,-57.17287534,-54.27289253,-0.053433356,
0.022647059,34.09134091,0.023247623,0.213756031,1.420196239,-61.9431955,-58.8897134,-0.051850857,
0.022647059,35.45495455,0.021430043,0.20536347,1.423583159,-66.90869133,-63.69497029,-0.050454864,
0.022647059,36.81856818,0.01981944,0.197612389,1.426589298,-72.0693083,-68.68866321,-0.049216929,
0.022647059,38.18218182,0.018385896,0.190431987,1.429271019,-77.4250021,-73.87079216,-0.048113873,
0.022647059,39.54579545,0.017104295,0.183759871,1.431674413,-82.97573642,-79.24135714,-0.047126645,
0.022647059,40.90940909,0.015953244,0.177543408,1.433839857,-88.72148128,-84.80035814,-0.046239464,
0.022647059,42.27302273,0.014915431,0.171737728,1.435784571,-94.66221169,-90.54779517,-0.045439168,
0.022647059,43.63663636,0.013976526,0.166302496,1.437551184,-100.7979067,-96.48366823,-0.044714702,
0.022647059,45.00025,0.013124307,0.16120304,1.4391553,-107.1285487,-102.6079773,-0.044056725,
0.022647059,46.36386364,0.012348039,0.156409109,1.44061796,-113.6541227,-108.9207224,-0.043457298,
0.022647059,47.72747727,0.011639194,0.151893684,1.441956521,-120.3746159,-115.4219036,-0.04290964,
0.022647059,49.09109091,0.010990017,0.14763326,1.443180818,-127.2900173,-122.1115207,-0.042407928,
0.022647059,50.45470455,0.010394053,0.143606387,1.444308079,-134.4003175,-128.9895739,-0.041947138,
0.022647059,51.81831818,0.009845683,0.139794535,1.445344364,-141.7055083,-136.0560632,-0.041522921,
0.022647059,53.18193182,0.009339492,0.136180594,1.446297628,-149.2055826,-143.3109884,-0.041131488,
0.022647059,54.54554545,0.00887171,0.132749776,1.44719877,-156.9005342,-150.7543497,-0.040769533,
0.022647059,55.90915909,0.008438339,0.129488354,1.448008807,-164.7903577,-158.386147,-0.040434159,
0.022647059,57.27277273,0.008036083,0.126383871,1.448770343,-172.8750483,-166.2063803,-0.040122816,
0.022647059,58.63638636,0.007662079,0.123425106,1.449481563,-181.1546018,-174.2150497,-0.039833253,
0.022647059,60,0.007313676,0.120602338,1.450141925,-189.6290144,-182.4121551,-0.039563478,
0.024264706,0.001,1,148.4131591,1,-0.000844615,-0.000839528,-0.00605961,
0.024264706,1.364613636,1,148.4131591,1.000035594,-1.331208672,-1.331354746,0.000109719,
0.024264706,2.728227273,1,148.4131591,1.000069236,-2.661572731,-2.661869965,0.000111664,
0.024264706,4.091840909,1,148.4131591,2.718281828,-3.992165984,-3.992385184,5.49045E-05,
0.024264706,5.455454545,1,148.4131591,2.718281828,-5.32260812,-5.322900402,5.49104E-05,
0.024264706,6.819068182,1,148.4131591,2.718281828,-6.653050256,-6.653415621,5.49139E-05,
0.024264706,8.182681818,1,148.4131591,2.718281828,-7.983492392,-7.98393084,5.49162E-05,
0.024264706,9.546295455,1,148.4131591,2.718281828,-9.313934528,-9.314446058,5.49179E-05,
0.024264706,10.90990909,1,148.4131591,2.718281828,-10.64437666,-10.64496128,5.49192E-05,
0.024264706,12.27352273,1,148.4131591,2.718281828,-11.9748188,-11.9754765,5.49202E-05,
0.024264706,13.63713636,1,148.4131591,2.718281828,-13.30526094,-13.30599171,5.49209E-05,
0.024264706,15.00075,1,148.4131591,2.718281828,-14.63570307,-14.63650693,5.49216E-05,
0.024264706,16.36436364,1,148.4131591,2.718281828,-15.96614521,-15.96702215,5.49221E-05,
0.024264706,17.72797727,0.098520289,0.429959631,1.29128937,-17.52834327,-17.29753737,-0.013343281,
0.024264706,19.09159091,0.082537099,0.395230618,1.31848428,-20.11996771,-18.62805259,-0.080089699,
0.024264706,20.45520455,0.070368888,0.366209158,1.339646966,-22.91047258,-21.13082308,-0.084220548,
0.024264706,21.81881818,0.060828874,0.341459964,1.356508026,-25.89828818,-24.04203401,-0.077208699,
0.024264706,23.18243182,0.053177948,0.32002984,1.370194445,-29.08241011,-27.14105611,-0.071528314,
0.024264706,24.54604545,0.04693102,0.301250951,1.381480977,-32.46216462,-30.42788939,-0.066855614,
0.024264706,25.90965909,0.041753977,0.284635204,1.390909847,-36.03708291,-33.90253384,-0.062961343,
0.024264706,27.27327273,0.037408955,0.269813,1.398872562,-39.80682897,-37.56498946,-0.05967896,
0.024264706,28.63688636,0.033722974,0.256498569,1.405662826,-43.771156,-41.41525626,-0.056884828,
0.024264706,30.0005,0.030566211,0.24446586,1.411506188,-47.92987898,-45.45333423,-0.054485436,
0.024264706,31.36411364,0.027840355,0.233533681,1.416575022,-52.28285664,-49.67922338,-0.052408896,
0.024264706,32.72772727,0.025468911,0.223553993,1.420993718,-56.8299795,-54.0929237,-0.050599147,
0.024264706,34.09134091,0.0233922,0.214405246,1.424878021,-61.57116149,-58.69443519,-0.049011909,
0.024264706,35.45495455,0.021562639,0.205985901,1.42830191,-66.50633415,-63.48375786,-0.047611805,
0.024264706,36.81856818,0.019942101,0.198210827,1.431345652,-71.63544244,-68.4608917,-0.04637028,
0.024264706,38.18218182,0.01849959,0.191007783,1.434061214,-76.95844161,-73.62583671,-0.045264068,
0.024264706,39.54579545,0.017209672,0.184315303,1.436488748,-82.47529503,-78.9785929,-0.044274049,
0.024264706,40.90940909,0.0160511,0.17807964,1.438680912,-88.18597243,-84.51916027,-0.043384389,
0.024264706,42.27302273,0.015007074,0.172256145,1.440653925,-94.09044858,-90.2475388,-0.042581879,
0.024264706,43.63663636,0.014062044,0.166803978,1.442441877,-100.1887024,-96.16372852,-0.041855426,
0.024264706,45.00025,0.013204446,0.161688892,1.444067423,-106.480716,-102.2677294,-0.04119566,
0.024264706,46.36386364,0.012423406,0.156880235,1.445547837,-112.9664743,-108.5595415,-0.040594616,
0.024264706,47.72747727,0.01171021,0.152351049,1.446902212,-119.6459645,-115.0391647,-0.04004549,
0.024264706,49.09109091,0.011056865,0.148077276,1.448142322,-126.5191753,-121.7065991,-0.039542443,
0.024264706,50.45470455,0.010457338,0.144038437,1.449283355,-133.5860974,-128.5618447,-0.039080435,
0.024264706,51.81831818,0.009905424,0.14021499,1.450333895,-140.8467225,-135.6049014,-0.0386551,
0.024264706,53.18193182,0.009396208,0.136590158,1.451303876,-148.3010434,-142.8357694,-0.038262643,
0.024264706,54.54554545,0.008925578,0.133148774,1.452199162,-155.9490538,-150.2544485,-0.037899745,
0.024264706,55.90915909,0.008489532,0.129877381,1.453031643,-163.7907483,-157.8609388,-0.037563501,
0.024264706,57.27277273,0.008084878,0.126763673,1.453802856,-171.826122,-165.6552402,-0.037251353,
0.024264706,58.63638636,0.007708494,0.123796004,1.454520278,-180.0551708,-173.6373528,-0.036961045,
0.024264706,60,0.007357992,0.120964537,1.455190657,-188.4778908,-181.8072766,-0.036690579,
0.025882353,0.001,1,148.4131591,1,-0.000842989,-0.00083791,-0.006061873,
0.025882353,1.364613636,1,148.4131591,1.000037837,-1.328990408,-1.32914727,0.000118018,
0.025882353,2.728227273,1,148.4131591,1.000073766,-2.657137829,-2.657456631,0.000119965,
0.025882353,4.091840909,1,148.4131591,2.718281828,-3.985530062,-3.985765991,5.9193E-05,
0.025882353,5.455454545,1,148.4131591,2.718281828,-5.313760765,-5.314075352,5.91988E-05,
0.025882353,6.819068182,1,148.4131591,2.718281828,-6.641991468,-6.642384712,5.92023E-05,
0.025882353,8.182681818,1,148.4131591,2.718281828,-7.97022217,-7.970694072,5.92046E-05,
0.025882353,9.546295455,1,148.4131591,2.718281828,-9.298452873,-9.299003433,5.92063E-05,
0.025882353,10.90990909,1,148.4131591,2.718281828,-10.62668358,-10.62731279,5.92076E-05,
0.025882353,12.27352273,1,148.4131591,2.718281828,-11.95491428,-11.95562215,5.92085E-05,
0.025882353,13.63713636,1,148.4131591,2.718281828,-13.28314498,-13.28393151,5.92093E-05,
0.025882353,15.00075,1,148.4131591,2.718281828,-14.61137568,-14.61224087,5.921E-05,
0.025882353,16.36436364,1,148.4131591,2.718281828,-15.93960639,-15.94055023,5.92105E-05,
0.025882353,17.72797727,0.099247066,0.431435433,1.294358605,-17.42866256,-17.2688596,-0.009253823,
0.025882353,19.09159091,0.083121546,0.396540182,1.321889225,-20.00405646,-18.59716896,-0.075650628,
0.025882353,20.45520455,0.070852053,0.367394388,1.343321651,-22.77721517,-21.06063693,-0.081506473,
0.025882353,21.81881818,0.061237575,0.342547675,1.360393498,-25.74654521,-23.96217826,-0.074465974,
0.025882353,23.18243182,0.053529215,0.321037511,1.374252794,-28.91102834,-27.05090694,-0.068763735,
0.025882353,24.54604545,0.04723871,0.302192894,1.38578996,-32.26998212,-30.32682298,-0.064073944,
0.025882353,25.90965909,0.042023446,0.285518186,1.395227308,-35.82293217,-33.78992638,-0.060166032,
0.025882353,27.27327273,0.037648366,0.270645859,1.403288931,-39.56953846,-37.44021713,-0.056872569,
0.025882353,28.63688636,0.033937182,0.257287142,1.410166555,-43.50955151,-41.27769525,-0.054069304,
0.025882353,30.0005,0.030759315,0.245215136,1.41608119,-47.64278427,-45.30236072,-0.051662287,
0.025882353,31.36411364,0.028015309,0.234247528,1.42121287,-51.969094,-49.51421355,-0.049579308,
0.025882353,32.72772727,0.025628408,0.22423602,1.425692025,-56.4883701,-53.91325374,-0.047764069,
0.025882353,34.09134091,0.023538051,0.21505809,1.429621905,-61.20052564,-58.49948129,-0.046172108,
0.025882353,35.45495455,0.021696714,0.206612187,1.433090255,-66.10549148,-63.27289619,-0.044767909,
0.025882353,36.81856818,0.020065767,0.19881269,1.43617656,-71.20321203,-68.23349846,-0.04352281,
0.025882353,38.18218182,0.018614078,0.191587234,1.438929539,-76.49364214,-73.38128808,-0.042413456,
0.025882353,39.54579545,0.017315852,0.184873697,1.441382496,-81.97674481,-78.71626506,-0.041420661,
0.025882353,40.90940909,0.016150077,0.17861904,1.443597728,-87.65248949,-84.2384294,-0.040528535,
0.025882353,42.27302273,0.015099835,0.172777573,1.445597546,-93.52085074,-89.94778109,-0.039723822,
0.025882353,43.63663636,0.014148457,0.16730838,1.447408021,-99.58180724,-95.84432014,-0.038995395,
0.025882353,45.00025,0.013285504,0.162177458,1.44905319,-105.835341,-101.9280466,-0.03833385,
0.025882353,46.36386364,0.012500883,0.15735483,1.450562842,-112.2814368,-108.1989603,-0.037731199,
0.025882353,47.72747727,0.011781855,0.152811051,1.451925305,-118.9200816,-114.6570615,-0.037180616,
0.025882353,49.09109091,0.011124591,0.148524471,1.453181289,-125.7512642,-121.3023499,-0.036676241,
0.025882353,50.45470455,0.010521178,0.144473007,1.454337704,-132.7749751,-128.1348258,-0.036213022,
0.025882353,51.81831818,0.009965926,0.140637907,1.455399416,-139.9912059,-135.154489,-0.03578658,
0.025882353,53.18193182,0.009453728,0.137001889,1.456379559,-147.3999493,-142.3613395,-0.035393105,
0.025882353,54.54554545,0.008979928,0.13355008,1.457287585,-155.0011991,-149.7553775,-0.035029271,
0.025882353,55.90915909,0.008541262,0.130268725,1.458131852,-162.7949498,-157.3366027,-0.034692163,
0.025882353,57.27277273,0.008134013,0.127145353,1.458914928,-170.7811965,-165.1050154,-0.034379217,
0.025882353,58.63638636,0.007755422,0.124169136,1.459639802,-178.9599348,-173.0606154,-0.034088169,
0.025882353,60,0.007402704,0.12132884,1.460319458,-187.3311611,-181.2034027,-0.033817016,
0.0275,0.001,1,148.4131591,1,-0.000841364,-0.000836292,-0.006064146,
0.0275,1.364613636,1,148.4131591,1.00004008,-1.326772144,-1.326939794,0.000126344,
0.0275,2.728227273,1,148.4131591,2.718281828,-2.652874871,-2.653043297,6.34841E-05,
0.0275,4.091840909,1,148.4131591,2.718281828,-3.97889414,-3.979146799,6.34957E-05,
0.0275,5.455454545,1,148.4131591,2.718281828,-5.30491341,-5.305250301,6.35015E-05,
0.0275,6.819068182,1,148.4131591,2.718281828,-6.630932679,-6.631353803,6.3505E-05,
0.0275,8.182681818,1,148.4131591,2.718281828,-7.956951949,-7.957457305,6.35073E-05,
0.0275,9.546295455,1,148.4131591,2.718281828,-9.282971218,-9.283560807,6.3509E-05,
0.0275,10.90990909,1,148.4131591,2.718281828,-10.60899049,-10.60966431,6.35102E-05,
0.0275,12.27352273,1,148.4131591,2.718281828,-11.93500976,-11.93576781,6.35112E-05,
0.0275,13.63713636,1,148.4131591,2.718281828,-13.26102903,-13.26187131,6.3512E-05,
0.0275,15.00075,1,148.4131591,2.718281828,-14.5870483,-14.58797482,6.35126E-05,
0.0275,16.36436364,1,148.4131591,2.718281828,-15.91306757,-15.91407832,6.35131E-05,
0.0275,17.72797727,0.099984406,0.432923066,1.297437355,-17.3293541,-17.24018182,-0.005172352,
0.0275,19.09159091,0.083712491,0.397858599,1.325329388,-19.88857489,-18.56628532,-0.071219932,
0.0275,20.45520455,0.071340729,0.368588032,1.347036391,-22.64445087,-20.99056754,-0.078791739,
0.0275,21.81881818,0.061650412,0.343642064,1.364326729,-25.59536423,-23.88245535,-0.071722478,
0.0275,23.18243182,0.053883835,0.322051071,1.378361985,-28.74028257,-26.96090773,-0.065998328,
0.0275,24.54604545,0.047546015,0.303137676,1.38993644,-32.07851468,-30.2259247,-0.061291424,
0.0275,25.90965909,0.042295335,0.286406346,1.399603095,-35.60958023,-33.67750624,-0.057369865,
0.0275,27.27327273,0.037889969,0.271483517,1.40776893,-39.33313538,-37.31565237,-0.054065329,
0.0275,28.63688636,0.034153332,0.258080269,1.414734221,-43.24892778,-41.14036307,-0.051252943,
0.0275,30.0005,0.03095417,0.245968656,1.4207254,-47.35676836,-45.15163836,-0.048838316,
0.0275,31.36411364,0.028191894,0.234965509,1.425919479,-51.65651289,-49.34947823,-0.046748917,
0.0275,32.72772727,0.025789215,0.224921811,1.430454653,-56.1480496,-53.73388267,-0.044928206,
0.0275,34.09134091,0.023685478,0.215714815,1.434444503,-60.8312907,-58.3048517,-0.04333154,
0.0275,35.45495455,0.021831994,0.207242061,1.437949897,-65.70616636,-63.0623853,-0.041923265,
0.0275,36.81856818,0.020190475,0.199418143,1.441070764,-70.77262046,-68.00648349,-0.040674607,
0.0275,38.18218182,0.018729478,0.192169863,1.443857129,-76.03060739,-73.13714625,-0.039562128,
0.0275,39.54579545,0.01742303,0.185435449,1.44634916,-81.48008983,-78.4543736,-0.038566572,
0.0275,40.90940909,0.016249864,0.179161361,1.448592833,-87.12103691,-83.95816552,-0.037671993,
0.0275,42.27302273,0.015191346,0.173300491,1.450636573,-92.95342297,-89.64852203,-0.036865091,
0.0275,43.63663636,0.014235835,0.167815792,1.452451324,-98.9772265,-95.52544311,-0.036134702,
0.0275,45.00025,0.013367075,0.162669039,1.454119978,-105.1924293,-101.5889288,-0.035471391,
0.0275,46.36386364,0.012576465,0.157830446,1.45564259,-111.5990161,-107.838979,-0.034867143,
0.0275,47.72747727,0.011854228,0.153273928,1.457021657,-118.1969737,-114.2755938,-0.034315112,
0.0275,49.09109091,0.011192803,0.148973959,1.458300322,-124.9862908,-120.8987733,-0.033809421,
0.0275,50.45470455,0.010585594,0.144910055,1.459470662,-131.9669577,-127.7085172,-0.033345,
0.0275,51.81831818,0.010026688,0.141063007,1.460549293,-139.1389661,-134.7048258,-0.032917457,
0.0275,53.18193182,0.009511384,0.137416319,1.461542024,-146.5023087,-141.8876989,-0.032522972,
0.0275,54.54554545,0.009034786,0.133953903,1.462462937,-154.056979,-149.2571367,-0.03215821,
0.0275,55.90915909,0.008593351,0.130662406,1.463315941,-161.8029715,-156.813139,-0.031820245,
0.0275,57.27277273,0.00818365,0.127529511,1.464107668,-169.7402814,-164.5557059,-0.031506507,
0.0275,58.63638636,0.007802744,0.124544105,1.464847548,-177.8689042,-172.4848373,-0.031214726,
0.0275,60,0.00744779,0.121695546,1.465528099,-186.1888363,-180.6005334,-0.030942893,
0.029117647,0.001,1,148.4131591,1,-0.000839738,-0.000834675,-0.006066427,
0.029117647,1.364613636,1,148.4131591,1.000042323,-1.324553879,-1.324732319,0.000134698,
0.029117647,2.728227273,1,148.4131591,2.718281828,-2.648450382,-2.648629962,6.78012E-05,
0.029117647,4.091840909,1,148.4131591,2.718281828,-3.972258218,-3.972527606,6.78128E-05,
0.029117647,5.455454545,1,148.4131591,2.718281828,-5.296066054,-5.29642525,6.78185E-05,
0.029117647,6.819068182,1,148.4131591,2.718281828,-6.619873891,-6.620322894,6.7822E-05,
0.029117647,8.182681818,1,148.4131591,2.718281828,-7.943681727,-7.944220538,6.78243E-05,
0.029117647,9.546295455,1,148.4131591,2.718281828,-9.267489563,-9.268118182,6.7826E-05,
0.029117647,10.90990909,1,148.4131591,2.718281828,-10.5912974,-10.59201583,6.78272E-05,
0.029117647,12.27352273,1,148.4131591,2.718281828,-11.91510524,-11.91591347,6.78282E-05,
0.029117647,13.63713636,1,148.4131591,2.718281828,-13.23891307,-13.23981111,6.78289E-05,
0.029117647,15.00075,1,148.4131591,2.718281828,-14.56272091,-14.56370876,6.78296E-05,
0.029117647,16.36436364,1,148.4131591,2.718281828,-15.88652874,-15.8876064,6.78301E-05,
0.029117647,17.72797727,0.100731302,0.43442199,1.300540429,-17.23041822,-17.21150405,-0.001098927,
0.029117647,19.09159091,0.084310065,0.399185947,1.328807599,-19.77352338,-18.53540169,-0.066797673,
0.029117647,20.45520455,0.071834191,0.369788401,1.350791805,-22.51218017,-20.9206149,-0.07607641,
0.029117647,21.81881818,0.062067417,0.344743111,1.368310419,-25.44474588,-23.80286528,-0.068978276,
0.029117647,23.18243182,0.054242237,0.323070975,1.382526992,-28.57017363,-26.87105849,-0.063232163,
0.029117647,24.54604545,0.047857971,0.304089388,1.394250021,-31.88776319,-30.12519454,-0.058508125,
0.029117647,25.90965909,0.042569883,0.287299625,1.404042351,-35.39702833,-33.56527343,-0.054572918,
